iter	Logloss
689	0.2044554785
690	0.204337058
691	0.2041769262
692	0.203966407
693	0.2038043892
694	0.203631082
695	0.2033489066
696	0.2030877578
697	0.2028909972
698	0.2026802625
699	0.2025378889
700	0.2023892988
701	0.2022351785
702	0.2020071915
703	0.2019003097
704	0.2017954801
705	0.201555813
706	0.2014109167
707	0.201189915
708	0.2009501371
709	0.2006068515
710	0.2004481008
711	0.2002017919
712	0.2000300247
713	0.1997991221
714	0.199639365
715	0.1994834816
716	0.1991731084
717	0.1990281797
718	0.198707266
719	0.1985374195
720	0.1983796282
721	0.1981873499
722	0.1980554448
723	0.1979035763
724	0.1975514864
725	0.1973535547
726	0.1972000227
727	0.1970553384
728	0.1968570303
729	0.1965679172
730	0.1963206366
731	0.1961901183
732	0.1960921057
733	0.1959630011
734	0.1957715184
735	0.19553003
736	0.1953721155
737	0.1952314059
738	0.1950389018
739	0.1947399417
740	0.1945200463
741	0.1943683434
742	0.1942039727
743	0.1940895473
744	0.1939660716
745	0.193809359
746	0.1935779963
747	0.1934518713
748	0.1932728036
749	0.1930479167
750	0.1928110221
751	0.1925719065
752	0.1923861739
753	0.1922360922
754	0.1920266846
755	0.1918307755
756	0.1916825658
757	0.1913603013
758	0.1911918941
759	0.1910114555
760	0.1908198194
761	0.1906887595
762	0.1905189521
763	0.1903318471
764	0.1900937163
765	0.1899486202
766	0.1898045142
767	0.1895942449
768	0.1894756594
769	0.1891967454
770	0.1890497145
771	0.1888000827
772	0.1886327976
773	0.1883799204
774	0.1881134225
775	0.187971905
776	0.1878062695
777	0.187703649
778	0.1874878498
779	0.1872872602
780	0.187123065
781	0.1869058116
782	0.186712392
783	0.1865207394
784	0.1861145067
785	0.1858834251
786	0.1857420679
787	0.185597861
788	0.185479222
789	0.1852075747
790	0.1850493011
791	0.1848725858
792	0.1847001257
793	0.1845365889
794	0.1843477158
795	0.1842065522
796	0.1840144167
797	0.1837719148
798	0.1835673283
799	0.183426002
800	0.1832478096
801	0.1831236028
802	0.1828771455
803	0.1827164499
804	0.1826212951
805	0.1824454706
806	0.1822797395
807	0.1821671209
808	0.1820161445
809	0.1818449142
810	0.1817078282
811	0.181507993
812	0.1813639785
813	0.1812359937
814	0.1810954183
815	0.1809217872
816	0.1807942525
817	0.180649819
818	0.1804995159
819	0.1803016925
820	0.1800899041
821	0.1799571694
822	0.1797714822
823	0.1795994552
824	0.1794299458
825	0.1792996525
826	0.1792005799
827	0.1790350937
828	0.1788318444
829	0.1786707014
830	0.1784307911
831	0.1781937438
832	0.1780549133
833	0.1779057892
834	0.1777590193
835	0.1776336819
836	0.1774651931
837	0.1772606673
838	0.1770916812
839	0.1769167196
840	0.1767818786
841	0.1766146301
842	0.1764599964
843	0.1762584404
844	0.1761199036
845	0.1759304544
846	0.1757614554
847	0.1755454802
848	0.1754792899
849	0.1752595412
850	0.1751397109
851	0.1749715041
852	0.1748427091
853	0.1746814436
854	0.1745583298
855	0.1744771302
856	0.174304106
857	0.1741271786
858	0.1739840774
859	0.1738255818
860	0.1736621806
861	0.1734766499
862	0.1732854155
863	0.1730764567
864	0.172935195
865	0.172822818
866	0.172619098
867	0.1725234234
868	0.1723700797
869	0.1722399723
870	0.1721343015
871	0.1719843218
872	0.1718301213
873	0.1715761618
874	0.1713873817
875	0.1712983659
876	0.1711522666
877	0.1709997113
878	0.170853871
879	0.1707067653
880	0.1705627403
881	0.1704999604
882	0.1703696383
883	0.170173145
884	0.1700183321
885	0.1698183494
886	0.169645632
887	0.1694931319
888	0.1693791156
889	0.1692749833
890	0.1691294873
891	0.1689867658
892	0.1688851928
893	0.1687489047
894	0.168600929
895	0.1683357985
896	0.1682494237
897	0.1680872407
898	0.1679172347
899	0.1676849986
900	0.1676004025
901	0.1674602137
902	0.1672851508
903	0.1671200996
904	0.1670417423
905	0.1669194219
906	0.16684084
907	0.1666530393
908	0.1664675435
909	0.1663442432
910	0.166076336
911	0.1659699209
912	0.1658716493
913	0.1657164516
914	0.1656411664
915	0.1655321138
916	0.1652696782
917	0.1651336372
918	0.16503
919	0.1649352948
920	0.1648524009
921	0.1646553554
922	0.1645872431
923	0.1644740899
924	0.1644173722
925	0.1642522771
926	0.1640803387
927	0.1639194591
928	0.1638067106
929	0.1636798597
930	0.1635972185
931	0.1634535541
932	0.1632762898
933	0.1631188336
934	0.1630469899
935	0.1628354574
936	0.1626554618
937	0.1625211352
938	0.1623204736
939	0.1621707029
940	0.1619820712
941	0.1618658294
942	0.1616435047
943	0.1615729358
944	0.161365954
945	0.16129659
946	0.1610978612
947	0.1609681366
948	0.1608367123
949	0.1607182085
950	0.1604568448
951	0.1602896796
952	0.160191573
953	0.1599602501
954	0.1598058823
955	0.1596577253
956	0.1595462898
957	0.159385414
958	0.1592425466
959	0.1590944775
960	0.1589548595
961	0.1587856957
962	0.1586268272
963	0.1583907363
964	0.1582611969
965	0.158121271
966	0.1579327908
967	0.15778947
968	0.1576083157
969	0.1575335566
970	0.1573968103
971	0.1572680467
972	0.1570631795
973	0.1569021915
974	0.156783279
975	0.1566405478
976	0.1564973737
977	0.1562933278
978	0.1561233322
979	0.1560650192
980	0.1559288035
981	0.1557923749
982	0.155741182
983	0.1556463808
984	0.1554849099
985	0.1553521297
986	0.1551263921
987	0.1550077768
988	0.1548859173
989	0.1546129524
990	0.1544476825
991	0.1542956558
992	0.1541467346
993	0.1539532332
994	0.1537519347
995	0.1535740085
996	0.1534299243
997	0.153319714
998	0.1532285245
999	0.1531201238
